0	1882315.4573	847885.481439
1	1867180.09001	844433.546636
2	1885544.33705	844662.701779
3	1882869.8793	855648.973846
4	1876177.95274	858679.539427
5	1861327.01052	846626.581616
6	1907796.74312	888731.332138
7	1913939.00763	847904.333075
8	1877015.81652	833716.289821
9	1869374.89842	849294.951826
10	1911861.95739	811089.652345
11	1873811.58766	847808.487454
12	1899797.44291	827189.073324
13	1875944.38327	845259.677914
14	1876214.75088	852549.455027
15	1867445.10825	853634.79388
16	1897644.03809	857506.426694
17	1914985.38127	860462.498474
18	1881358.87155	886506.586252
19	1856707.19836	890713.342613
20	1868628.41736	863416.222117
21	1861671.94853	851561.944223
22	1862251.38004	856629.234564
23	1851063.23684	866467.217717
24	1863861.93905	837194.955494
25	1849130.0073	841589.146686
26	1887781.13458	835171.363204
27	1884596.54655	812710.832491
28	1856180.4405	819250.217892
29	1895136.49535	789017.302099
30	1855631.70606	784106.404412
31	1897856.78734	770623.461068
32	1906719.38203	837993.485033
33	1845233.59816	850199.523585
34	1842878.26639	858721.171853
35	1855166.15476	853366.155441
36	1848985.11836	853373.50263
